;SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;Score90Home;Score90Guest;TabelleHome;TabelleGuest;OddsHome;OddsDraw;OddsGuest
14969;2012;2013;4;Saturday;22.09.2012;15:30;Schalke;Bayern;0;2;4;1;334;349;214
14970;2012;2013;4;Saturday;22.09.2012;15:30;Wolfsburg;Fuerth;1;1;10;13;190;351;412
14971;2012;2013;4;Saturday;22.09.2012;15:30;Mainz;Augsburg;2;0;14;15;192;344;416
14972;2012;2013;4;Saturday;22.09.2012;15:30;HSV;Dortmund;3;2;17;5;628;435;150
14973;2012;2013;4;Saturday;22.09.2012;15:30;Duesseldorf;Freiburg;0;0;7;8;229;334;315
14974;2012;2013;4;Sunday;23.09.2012;15:30;Leverkusen;Gladbach;1;1;12;9;214;336;347
14975;2012;2013;4;Sunday;23.09.2012;17:30;Bremen;Stuttgart;2;2;11;16;202;358;363
14976;2012;2013;4;Sunday;23.09.2012;17:30;Hoffenheim;Hannover;3;1;18;3;271;349;251
14977;2012;2013;5;Tuesday;25.09.2012;20:00;Bayern;Wolfsburg;3;0;1;10;117;750;1528
14978;2012;2013;5;Tuesday;25.09.2012;20:00;Schalke;Mainz;3;0;5;12;152;409;654
14979;2012;2013;5;Tuesday;25.09.2012;20:00;Fuerth;Duesseldorf;0;2;14;7;213;327;362
14980;2012;2013;5;Tuesday;25.09.2012;20:00;Frankfurt;Dortmund;3;3;2;4;469;380;173
14981;2012;2013;5;Wednesday;26.09.2012;20:00;Gladbach;HSV;2;2;9;15;179;375;442
14982;2012;2013;5;Wednesday;26.09.2012;20:00;Stuttgart;Hoffenheim;0;3;17;16;167;401;485
14983;2012;2013;5;Wednesday;26.09.2012;20:00;Hannover;Nuernberg;4;1;3;6;205;346;362
14984;2012;2013;5;Wednesday;26.09.2012;20:00;Freiburg;Bremen;1;2;8;11;228;351;304
14985;2012;2013;5;Wednesday;26.09.2012;20:00;Augsburg;Leverkusen;1;3;18;13;377;345;200
14986;2012;2013;6;Friday;28.09.2012;20:30;Duesseldorf;Schalke;2;2;5;4;440;347;186
14987;2012;2013;6;Saturday;29.09.2012;15:30;Leverkusen;Fuerth;2;0;8;16;146;441;722
14988;2012;2013;6;Saturday;29.09.2012;15:30;Bremen;Bayern;0;2;7;1;614;460;149
14989;2012;2013;6;Saturday;29.09.2012;15:30;Nuernberg;Stuttgart;0;2;9;17;229;351;302
14990;2012;2013;6;Saturday;29.09.2012;15:30;Hoffenheim;Augsburg;0;0;11;18;177;370;455
14991;2012;2013;6;Saturday;29.09.2012;15:30;HSV;Hannover;1;0;14;3;232;350;297
14992;2012;2013;6;Saturday;29.09.2012;18:30;Dortmund;Gladbach;5;0;6;10;135;498;901
14993;2012;2013;6;Sunday;30.09.2012;15:30;Frankfurt;Freiburg;2;1;2;12;183;368;428
14994;2012;2013;6;Sunday;30.09.2012;17:30;Wolfsburg;Mainz;0;2;13;15;230;344;303
14995;2012;2013;7;Friday;05.10.2012;20:30;Augsburg;Bremen;3;1;18;8;268;345;258
14996;2012;2013;7;Saturday;06.10.2012;15:30;Bayern;Hoffenheim;2;0;1;9;114;791;1757
14997;2012;2013;7;Saturday;06.10.2012;15:30;Schalke;Wolfsburg;3;0;4;16;139;491;756
14998;2012;2013;7;Saturday;06.10.2012;15:30;Freiburg;Nuernberg;3;0;14;12;202;349;370
14999;2012;2013;7;Saturday;06.10.2012;15:30;Mainz;Duesseldorf;1;0;11;6;199;336;392
15000;2012;2013;7;Saturday;06.10.2012;15:30;Fuerth;HSV;0;1;17;10;260;343;265
15001;2012;2013;7;Sunday;07.10.2012;15:30;Gladbach;Frankfurt;2;0;13;2;240;352;285
15002;2012;2013;7;Sunday;07.10.2012;17:30;Stuttgart;Leverkusen;2;2;15;7;288;352;236
15003;2012;2013;7;Sunday;07.10.2012;17:30;Hannover;Dortmund;1;1;5;3;511;403;165
15004;2012;2013;8;Friday;19.10.2012;20:30;Hoffenheim;Fuerth;3;3;13;18;182;356;448
15005;2012;2013;8;Saturday;20.10.2012;15:30;Dortmund;Schalke;1;2;4;3;187;361;415
15006;2012;2013;8;Saturday;20.10.2012;15:30;Leverkusen;Mainz;2;2;6;9;166;389;520
15007;2012;2013;8;Saturday;20.10.2012;15:30;Wolfsburg;Freiburg;0;2;17;11;235;345;298
15008;2012;2013;8;Saturday;20.10.2012;15:30;Frankfurt;Hannover;3;1;2;5;215;356;327
15009;2012;2013;8;Saturday;20.10.2012;15:30;Duesseldorf;Bayern;0;5;7;1;989;544;130
15010;2012;2013;8;Saturday;20.10.2012;18:30;Bremen;Gladbach;4;0;12;10;213;348;342
15011;2012;2013;8;Sunday;21.10.2012;15:30;Nuernberg;Augsburg;0;0;14;16;226;325;329
15012;2012;2013;8;Sunday;21.10.2012;17:30;HSV;Stuttgart;0;1;8;15;216;351;326
15013;2012;2013;9;Friday;26.10.2012;20:30;Augsburg;HSV;0;2;16;10;221;341;324
15014;2012;2013;9;Saturday;27.10.2012;15:30;Schalke;Nuernberg;1;0;3;15;124;592;1271
15015;2012;2013;9;Saturday;27.10.2012;15:30;Freiburg;Dortmund;0;2;7;4;444;366;180
15016;2012;2013;9;Saturday;27.10.2012;15:30;Mainz;Hoffenheim;3;0;8;14;230;338;311
15017;2012;2013;9;Saturday;27.10.2012;15:30;Fuerth;Bremen;1;1;17;9;290;350;239
15018;2012;2013;9;Saturday;27.10.2012;15:30;Duesseldorf;Wolfsburg;1;4;11;18;249;336;283
15019;2012;2013;9;Sunday;28.10.2012;15:30;Stuttgart;Frankfurt;2;1;12;2;219;357;317
15020;2012;2013;9;Sunday;28.10.2012;17:30;Bayern;Leverkusen;1;2;1;5;129;576;1025
15021;2012;2013;9;Sunday;28.10.2012;17:30;Hannover;Gladbach;2;3;6;13;175;375;465
15022;2012;2013;10;Friday;02.11.2012;20:30;Frankfurt;Fuerth;1;1;3;18;159;402;576
15023;2012;2013;10;Saturday;03.11.2012;15:30;Dortmund;Stuttgart;0;0;4;8;139;487;771
15024;2012;2013;10;Saturday;03.11.2012;15:30;Gladbach;Freiburg;1;1;9;12;237;333;303
15025;2012;2013;10;Saturday;03.11.2012;15:30;Hannover;Augsburg;2;0;10;17;184;359;435
15026;2012;2013;10;Saturday;03.11.2012;15:30;Nuernberg;Wolfsburg;1;0;15;16;260;338;268
15027;2012;2013;10;Saturday;03.11.2012;15:30;Hoffenheim;Schalke;3;2;14;2;436;376;179
15028;2012;2013;10;Saturday;03.11.2012;18:30;HSV;Bayern;0;3;7;1;818;508;136
15029;2012;2013;10;Sunday;04.11.2012;15:30;Leverkusen;Duesseldorf;3;2;5;13;134;507;930
15030;2012;2013;10;Sunday;04.11.2012;17:30;Bremen;Mainz;2;1;11;6;204;350;360
15031;2012;2013;11;Friday;09.11.2012;20:40;Mainz;Nuernberg;2;1;8;14;179;361;457
15032;2012;2013;11;Saturday;10.11.2012;15:30;Bayern;Frankfurt;2;0;1;3;115;813;1618
15033;2012;2013;11;Saturday;10.11.2012;15:30;Schalke;Bremen;2;1;2;7;146;459;662
15034;2012;2013;11;Saturday;10.11.2012;15:30;Freiburg;HSV;0;0;12;9;186;364;417
15035;2012;2013;11;Saturday;10.11.2012;15:30;Augsburg;Dortmund;1;3;18;5;689;418;150
15036;2012;2013;11;Saturday;10.11.2012;15:30;Duesseldorf;Hoffenheim;1;1;15;13;302;338;234
15037;2012;2013;11;Sunday;11.11.2012;15:30;Wolfsburg;Leverkusen;3;1;16;4;303;355;227
15038;2012;2013;11;Sunday;11.11.2012;17:30;Stuttgart;Hannover;2;4;10;6;188;373;394
15039;2012;2013;11;Sunday;11.11.2012;17:30;Fuerth;Gladbach;2;4;17;11;246;336;286
15040;2012;2013;12;Saturday;17.11.2012;15:30;Dortmund;Fuerth;3;1;4;17;117;737;1586
15041;2012;2013;12;Saturday;17.11.2012;15:30;Gladbach;Stuttgart;1;2;8;12;242;342;288
15042;2012;2013;12;Saturday;17.11.2012;15:30;Hannover;Freiburg;1;2;6;11;202;352;364
15043;2012;2013;12;Saturday;17.11.2012;15:30;Nuernberg;Bayern;1;1;15;1;1021;522;131
15044;2012;2013;12;Saturday;17.11.2012;15:30;HSV;Mainz;1;0;10;7;231;344;305
15045;2012;2013;12;Saturday;17.11.2012;15:30;Frankfurt;Augsburg;4;2;3;18;179;366;451
15046;2012;2013;12;Saturday;17.11.2012;18:30;Leverkusen;Schalke;2;0;5;2;268;349;253
15047;2012;2013;12;Sunday;18.11.2012;15:30;Bremen;Duesseldorf;2;1;9;14;147;432;709
15048;2012;2013;12;Sunday;18.11.2012;17:30;Hoffenheim;Wolfsburg;1;3;13;16;228;351;302
15049;2012;2013;13;Friday;23.11.2012;20:30;Duesseldorf;HSV;2;0;16;9;294;334;241
15050;2012;2013;13;Saturday;24.11.2012;15:30;Bayern;Hannover;5;0;1;6;115;797;1581
15051;2012;2013;13;Saturday;24.11.2012;15:30;Schalke;Frankfurt;1;1;2;3;155;438;551
15052;2012;2013;13;Saturday;24.11.2012;15:30;Wolfsburg;Bremen;1;1;13;7;238;353;285
15053;2012;2013;13;Saturday;24.11.2012;15:30;Mainz;Dortmund;1;2;8;4;505;386;167
15054;2012;2013;13;Saturday;24.11.2012;15:30;Fuerth;Nuernberg;0;0;17;15;268;329;264
15055;2012;2013;13;Sunday;25.11.2012;15:30;Freiburg;Stuttgart;3;0;10;12;240;345;289
15056;2012;2013;13;Sunday;25.11.2012;17:30;Hoffenheim;Leverkusen;1;2;14;5;294;353;232
15057;2012;2013;13;Sunday;25.11.2012;17:30;Augsburg;Gladbach;1;1;18;11;249;329;286
15058;2012;2013;14;Tuesday;27.11.2012;20:00;Dortmund;Duesseldorf;1;1;2;14;112;843;1993
15059;2012;2013;14;Tuesday;27.11.2012;20:00;Hannover;Fuerth;2;0;8;17;188;351;417
15060;2012;2013;14;Tuesday;27.11.2012;20:00;HSV;Schalke;3;1;10;3;430;364;182
15061;2012;2013;14;Tuesday;27.11.2012;20:00;Frankfurt;Mainz;1;3;4;9;215;344;334
15062;2012;2013;14;Wednesday;28.11.2012;20:00;Gladbach;Wolfsburg;2;0;11;13;219;349;321
15063;2012;2013;14;Wednesday;28.11.2012;20:00;Stuttgart;Augsburg;2;1;12;18;161;398;544
15064;2012;2013;14;Wednesday;28.11.2012;20:00;Bremen;Leverkusen;1;4;7;5;262;349;258
15065;2012;2013;14;Wednesday;28.11.2012;20:00;Freiburg;Bayern;0;2;6;1;761;476;140
15066;2012;2013;14;Wednesday;28.11.2012;20:45;Nuernberg;Hoffenheim;4;2;15;16;235;338;300
15067;2012;2013;15;Friday;30.11.2012;20:30;Duesseldorf;Frankfurt;4;0;14;5;294;341;237
15068;2012;2013;15;Saturday;01.12.2012;15:30;Schalke;Gladbach;1;1;4;9;150;432;637
15069;2012;2013;15;Saturday;01.12.2012;15:30;Leverkusen;Nuernberg;1;0;2;13;154;419;601
15070;2012;2013;15;Saturday;01.12.2012;15:30;Mainz;Hannover;2;1;7;6;204;344;365
15071;2012;2013;15;Saturday;01.12.2012;15:30;Augsburg;Freiburg;1;1;18;10;278;330;255
15072;2012;2013;15;Saturday;01.12.2012;15:30;Fuerth;Stuttgart;0;1;17;11;292;341;240
15073;2012;2013;15;Saturday;01.12.2012;18:30;Bayern;Dortmund;1;1;1;3;174;396;448
15074;2012;2013;15;Sunday;02.12.2012;15:30;Hoffenheim;Bremen;1;4;16;12;253;347;267
15075;2012;2013;15;Sunday;02.12.2012;17:30;Wolfsburg;HSV;1;1;15;8;194;354;391
15076;2012;2013;16;Friday;07.12.2012;20:30;HSV;Hoffenheim;2;0;9;16;211;347;341
15077;2012;2013;16;Saturday;08.12.2012;15:30;Dortmund;Wolfsburg;2;3;3;15;128;580;1028
15078;2012;2013;16;Saturday;08.12.2012;15:30;Stuttgart;Schalke;3;1;7;4;308;339;229
15079;2012;2013;16;Saturday;08.12.2012;15:30;Nuernberg;Duesseldorf;2;0;14;13;181;352;460
15080;2012;2013;16;Saturday;08.12.2012;15:30;Freiburg;Fuerth;1;0;11;18;162;376;582
15081;2012;2013;16;Saturday;08.12.2012;15:30;Augsburg;Bayern;0;2;17;1;1286;579;125
15082;2012;2013;16;Saturday;08.12.2012;18:30;Frankfurt;Bremen;4;1;5;8;242;355;279
15083;2012;2013;16;Sunday;09.12.2012;15:30;Gladbach;Mainz;2;0;10;6;240;329;299
15084;2012;2013;16;Sunday;09.12.2012;17:30;Hannover;Leverkusen;3;2;12;2;313;347;224
15085;2012;2013;17;Friday;14.12.2012;20:30;Bayern;Gladbach;1;1;1;8;117;760;1459
15086;2012;2013;17;Saturday;15.12.2012;15:30;Leverkusen;HSV;3;0;2;7;163;394;538
15087;2012;2013;17;Saturday;15.12.2012;15:30;Wolfsburg;Frankfurt;0;2;14;4;203;357;353
15088;2012;2013;17;Saturday;15.12.2012;15:30;Mainz;Stuttgart;3;1;11;6;224;340;318
15089;2012;2013;17;Saturday;15.12.2012;15:30;Fuerth;Augsburg;1;1;18;17;244;324;299
15090;2012;2013;17;Saturday;15.12.2012;15:30;Duesseldorf;Hannover;2;1;15;10;299;328;241
15091;2012;2013;17;Saturday;15.12.2012;18:30;Schalke;Freiburg;1;3;5;9;165;381;538
15092;2012;2013;17;Sunday;16.12.2012;15:30;Hoffenheim;Dortmund;1;3;16;3;664;431;149
15093;2012;2013;17;Sunday;16.12.2012;17:30;Bremen;Nuernberg;1;1;12;13;182;372;426
15094;2012;2013;18;Friday;18.01.2013;20:30;Schalke;Hannover;5;4;7;11;166;393;507
15095;2012;2013;18;Saturday;19.01.2013;15:30;Bayern;Fuerth;2;0;1;18;110;1026;2307
15096;2012;2013;18;Saturday;19.01.2013;15:30;Leverkusen;Frankfurt;3;1;2;4;168;400;478
15097;2012;2013;18;Saturday;19.01.2013;15:30;Wolfsburg;Stuttgart;2;0;15;9;200;356;365
15098;2012;2013;18;Saturday;19.01.2013;15:30;Hoffenheim;Gladbach;0;0;16;8;226;335;319
15099;2012;2013;18;Saturday;19.01.2013;15:30;Mainz;Freiburg;0;0;6;5;212;339;346
15100;2012;2013;18;Saturday;19.01.2013;18:30;Bremen;Dortmund;0;5;12;3;430;388;177
15101;2012;2013;18;Sunday;20.01.2013;15:30;Nuernberg;HSV;1;1;14;10;241;336;293
15102;2012;2013;18;Sunday;20.01.2013;17:30;Duesseldorf;Augsburg;2;3;13;17;244;322;301
15103;2012;2013;19;Friday;25.01.2013;20:30;Dortmund;Nuernberg;3;0;3;15;119;680;1476
15104;2012;2013;19;Saturday;26.01.2013;15:30;Gladbach;Duesseldorf;2;1;8;14;180;350;474
15105;2012;2013;19;Saturday;26.01.2013;15:30;Hannover;Wolfsburg;2;1;11;13;238;342;292
15106;2012;2013;19;Saturday;26.01.2013;15:30;Augsburg;Schalke;0;0;17;5;361;349;204
15107;2012;2013;19;Saturday;26.01.2013;15:30;Fuerth;Mainz;0;3;18;7;309;330;234
15108;2012;2013;19;Saturday;26.01.2013;15:30;Frankfurt;Hoffenheim;2;1;4;16;199;352;375
15109;2012;2013;19;Saturday;26.01.2013;18:30;Freiburg;Leverkusen;0;0;6;2;284;333;249
15110;2012;2013;19;Sunday;27.01.2013;15:30;HSV;Bremen;3;2;9;12;237;349;290
15111;2012;2013;19;Sunday;27.01.2013;17:30;Stuttgart;Bayern;0;2;10;1;784;486;139
15112;2012;2013;20;Friday;01.02.2013;20:30;Bremen;Hannover;2;0;12;10;188;379;384
15113;2012;2013;20;Saturday;02.02.2013;15:30;Schalke;Fuerth;1;2;6;18;135;483;911
15114;2012;2013;20;Saturday;02.02.2013;15:30;Wolfsburg;Augsburg;1;1;13;16;191;346;417
15115;2012;2013;20;Saturday;02.02.2013;15:30;Hoffenheim;Freiburg;2;1;17;8;257;331;274
15116;2012;2013;20;Saturday;02.02.2013;15:30;Mainz;Bayern;0;3;5;1;715;439;146
15117;2012;2013;20;Saturday;02.02.2013;15:30;Duesseldorf;Stuttgart;3;1;14;11;322;337;223
15118;2012;2013;20;Saturday;02.02.2013;18:30;HSV;Frankfurt;0;2;9;4;224;352;310
15119;2012;2013;20;Sunday;03.02.2013;15:30;Nuernberg;Gladbach;2;1;15;7;237;327;308
15120;2012;2013;20;Sunday;03.02.2013;17:30;Leverkusen;Dortmund;2;3;2;3;336;355;211
15121;2012;2013;21;Saturday;09.02.2013;15:30;Dortmund;HSV;1;4;2;9;128;568;1021
15122;2012;2013;21;Saturday;09.02.2013;15:30;Gladbach;Leverkusen;3;3;7;3;339;346;212
15123;2012;2013;21;Saturday;09.02.2013;15:30;Stuttgart;Bremen;1;4;12;11;236;348;291
15124;2012;2013;21;Saturday;09.02.2013;15:30;Hannover;Hoffenheim;1;0;10;16;230;345;305
15125;2012;2013;21;Saturday;09.02.2013;15:30;Fuerth;Wolfsburg;0;1;18;15;291;330;244
15126;2012;2013;21;Saturday;09.02.2013;15:30;Frankfurt;Nuernberg;0;0;4;14;178;368;450
15127;2012;2013;21;Saturday;09.02.2013;18:30;Bayern;Schalke;4;0;1;6;123;631;1209
15128;2012;2013;21;Sunday;10.02.2013;15:30;Augsburg;Mainz;1;1;17;5;266;320;272
15129;2012;2013;21;Sunday;10.02.2013;17:30;Freiburg;Duesseldorf;1;0;8;13;164;376;564
15130;2012;2013;22;Friday;15.02.2013;20:30;Wolfsburg;Bayern;0;2;12;1;744;483;141
15131;2012;2013;22;Saturday;16.02.2013;15:30;Leverkusen;Augsburg;2;1;3;17;148;433;692
15132;2012;2013;22;Saturday;16.02.2013;15:30;Bremen;Freiburg;2;3;11;5;207;344;358
15133;2012;2013;22;Saturday;16.02.2013;15:30;Mainz;Schalke;2;2;6;10;228;335;316
15134;2012;2013;22;Saturday;16.02.2013;15:30;HSV;Gladbach;1;0;7;8;196;347;390
15135;2012;2013;22;Saturday;16.02.2013;15:30;Duesseldorf;Fuerth;1;0;15;18;241;321;305
15136;2012;2013;22;Saturday;16.02.2013;18:30;Dortmund;Frankfurt;3;0;1;4;141;482;750
15137;2012;2013;22;Sunday;17.02.2013;15:30;Nuernberg;Hannover;2;2;13;9;205;341;365
15138;2012;2013;22;Sunday;17.02.2013;17:30;Hoffenheim;Stuttgart;0;1;16;14;235;338;302
15139;2012;2013;23;Friday;22.02.2013;20:30;Freiburg;Frankfurt;0;0;5;4;199;352;371
15140;2012;2013;23;Saturday;23.02.2013;15:30;Bayern;Bremen;6;1;1;11;123;652;1168
15141;2012;2013;23;Saturday;23.02.2013;15:30;Stuttgart;Nuernberg;1;1;12;14;193;349;402
15142;2012;2013;23;Saturday;23.02.2013;15:30;Hannover;HSV;5;1;8;6;263;334;266
15143;2012;2013;23;Saturday;23.02.2013;15:30;Mainz;Wolfsburg;1;1;7;15;205;343;364
15144;2012;2013;23;Saturday;23.02.2013;15:30;Augsburg;Hoffenheim;2;1;17;16;228;326;322
15145;2012;2013;23;Saturday;23.02.2013;18:30;Schalke;Duesseldorf;2;1;9;13;149;433;667
15146;2012;2013;23;Sunday;24.02.2013;15:30;Gladbach;Dortmund;1;1;10;2;550;397;160
15147;2012;2013;23;Sunday;24.02.2013;17:30;Fuerth;Leverkusen;0;0;18;3;470;372;174
15148;2012;2013;24;Friday;01.03.2013;20:30;Frankfurt;Gladbach;0;1;4;10;199;348;380
15149;2012;2013;24;Saturday;02.03.2013;15:30;Dortmund;Hannover;3;1;2;7;130;567;896
15150;2012;2013;24;Saturday;02.03.2013;15:30;Wolfsburg;Schalke;1;4;15;9;275;338;253
15151;2012;2013;24;Saturday;02.03.2013;15:30;Bremen;Augsburg;0;1;12;16;172;386;474
15152;2012;2013;24;Saturday;02.03.2013;15:30;Nuernberg;Freiburg;1;1;14;5;286;322;255
15153;2012;2013;24;Saturday;02.03.2013;15:30;HSV;Fuerth;1;1;6;18;163;378;561
15154;2012;2013;24;Saturday;02.03.2013;18:30;Leverkusen;Stuttgart;2;1;3;11;150;423;656
15155;2012;2013;24;Sunday;03.03.2013;15:30;Hoffenheim;Bayern;0;1;17;1;1109;597;126
15156;2012;2013;24;Sunday;03.03.2013;17:30;Duesseldorf;Mainz;1;1;13;8;285;335;247
15157;2012;2013;25;Friday;08.03.2013;20:30;Augsburg;Nuernberg;1;2;16;13;218;327;346
15158;2012;2013;25;Saturday;09.03.2013;15:30;Bayern;Duesseldorf;3;2;1;12;111;896;2200
15159;2012;2013;25;Saturday;09.03.2013;15:30;Schalke;Dortmund;2;1;6;2;352;355;204
15160;2012;2013;25;Saturday;09.03.2013;15:30;Freiburg;Wolfsburg;2;5;5;15;172;379;478
15161;2012;2013;25;Saturday;09.03.2013;15:30;Mainz;Leverkusen;1;0;8;3;287;333;246
15162;2012;2013;25;Saturday;09.03.2013;15:30;Fuerth;Hoffenheim;0;3;18;17;263;325;273
15163;2012;2013;25;Saturday;09.03.2013;18:30;Gladbach;Bremen;1;1;9;14;225;353;305
15164;2012;2013;25;Sunday;10.03.2013;15:30;Hannover;Frankfurt;0;0;10;4;247;338;284
15165;2012;2013;25;Sunday;10.03.2013;17:30;Stuttgart;HSV;0;1;11;7;235;343;297
15166;2012;2013;26;Friday;15.03.2013;20:30;Wolfsburg;Duesseldorf;1;1;12;15;188;350;431
15167;2012;2013;26;Saturday;16.03.2013;15:30;Dortmund;Freiburg;5;1;2;8;136;519;829
15168;2012;2013;26;Saturday;16.03.2013;15:30;Bremen;Fuerth;2;2;13;18;149;434;650
15169;2012;2013;26;Saturday;16.03.2013;15:30;Nuernberg;Schalke;3;0;11;4;310;340;230
15170;2012;2013;26;Saturday;16.03.2013;15:30;Hoffenheim;Mainz;0;0;17;7;253;334;278
15171;2012;2013;26;Saturday;16.03.2013;15:30;HSV;Augsburg;0;1;6;16;205;337;374
15172;2012;2013;26;Saturday;16.03.2013;18:30;Leverkusen;Bayern;1;2;3;1;374;349;200
15173;2012;2013;26;Sunday;17.03.2013;15:30;Frankfurt;Stuttgart;1;2;5;14;200;344;381
15174;2012;2013;26;Sunday;17.03.2013;17:30;Gladbach;Hannover;1;0;9;10;200;348;374
15175;2012;2013;27;Saturday;30.03.2013;15:30;Schalke;Hoffenheim;3;0;5;17;160;406;545
15176;2012;2013;27;Saturday;30.03.2013;15:30;Stuttgart;Dortmund;1;2;12;2;445;379;177
15177;2012;2013;27;Saturday;30.03.2013;15:30;Freiburg;Gladbach;2;0;9;7;202;336;382
15178;2012;2013;27;Saturday;30.03.2013;15:30;Mainz;Bremen;1;1;6;14;216;345;332
15179;2012;2013;27;Saturday;30.03.2013;15:30;Augsburg;Hannover;0;2;16;10;196;346;393
15180;2012;2013;27;Saturday;30.03.2013;15:30;Duesseldorf;Leverkusen;1;4;15;3;476;383;172
15181;2012;2013;27;Saturday;30.03.2013;18:30;Bayern;HSV;9;2;1;8;125;597;1225
15182;2012;2013;27;Sunday;31.03.2013;15:30;Wolfsburg;Nuernberg;2;2;13;11;200;340;383
15183;2012;2013;27;Sunday;31.03.2013;17:30;Fuerth;Frankfurt;2;3;18;4;317;335;227
15184;2012;2013;28;Friday;05.04.2013;20:30;Hoffenheim;Duesseldorf;3;0;17;15;195;343;397
15185;2012;2013;28;Saturday;06.04.2013;15:30;Dortmund;Augsburg;4;2;2;16;151;428;629
15186;2012;2013;28;Saturday;06.04.2013;15:30;Gladbach;Fuerth;1;0;8;18;172;373;491
15187;2012;2013;28;Saturday;06.04.2013;15:30;Leverkusen;Wolfsburg;1;1;3;12;148;448;634
15188;2012;2013;28;Saturday;06.04.2013;15:30;Bremen;Schalke;0;2;14;4;275;355;244
15189;2012;2013;28;Saturday;06.04.2013;15:30;Frankfurt;Bayern;0;1;5;1;734;450;144
15190;2012;2013;28;Saturday;06.04.2013;18:30;HSV;Freiburg;0;1;9;7;229;341;308
15191;2012;2013;28;Sunday;07.04.2013;15:30;Nuernberg;Mainz;2;1;11;6;247;324;293
15192;2012;2013;28;Sunday;07.04.2013;17:30;Hannover;Stuttgart;0;0;10;13;235;343;297
15193;2012;2013;29;Friday;12.04.2013;20:30;Freiburg;Hannover;3;1;5;9;175;367;481
15194;2012;2013;29;Saturday;13.04.2013;15:30;Bayern;Nuernberg;4;0;1;10;127;575;1075
15195;2012;2013;29;Saturday;13.04.2013;15:30;Wolfsburg;Hoffenheim;2;2;12;17;214;340;344
15196;2012;2013;29;Saturday;13.04.2013;15:30;Mainz;HSV;1;2;8;11;183;362;433
15197;2012;2013;29;Saturday;13.04.2013;15:30;Fuerth;Dortmund;1;6;18;2;723;453;144
15198;2012;2013;29;Saturday;13.04.2013;15:30;Duesseldorf;Bremen;2;2;15;14;271;335;261
15199;2012;2013;29;Saturday;13.04.2013;18:30;Schalke;Leverkusen;2;2;4;3;264;334;268
15200;2012;2013;29;Sunday;14.04.2013;15:30;Stuttgart;Gladbach;2;0;13;7;225;332;326
15201;2012;2013;29;Sunday;14.04.2013;17:30;Augsburg;Frankfurt;2;0;16;6;244;328;297
15202;2012;2013;30;Friday;19.04.2013;20:30;Gladbach;Augsburg;1;0;7;16;244;326;300
15203;2012;2013;30;Saturday;20.04.2013;15:30;Dortmund;Mainz;2;0;2;9;140;466;785
15204;2012;2013;30;Saturday;20.04.2013;15:30;Leverkusen;Hoffenheim;5;0;3;17;140;480;782
15205;2012;2013;30;Saturday;20.04.2013;15:30;Hannover;Bayern;1;6;10;1;766;455;142
15206;2012;2013;30;Saturday;20.04.2013;15:30;HSV;Duesseldorf;2;1;8;15;178;359;476
15207;2012;2013;30;Saturday;20.04.2013;15:30;Frankfurt;Schalke;1;0;6;4;349;354;207
15208;2012;2013;30;Saturday;20.04.2013;18:30;Bremen;Wolfsburg;0;3;14;13;198;361;368
15209;2012;2013;30;Sunday;21.04.2013;15:30;Stuttgart;Freiburg;2;1;12;5;246;339;283
15210;2012;2013;30;Sunday;21.04.2013;17:30;Nuernberg;Fuerth;0;1;11;18;194;338;413
15211;2012;2013;31;Friday;26.04.2013;20:30;Fuerth;Hannover;2;3;18;11;235;345;294
15212;2012;2013;31;Saturday;27.04.2013;15:30;Bayern;Freiburg;1;0;1;5;124;611;1208
15213;2012;2013;31;Saturday;27.04.2013;15:30;Leverkusen;Bremen;1;0;3;14;139;490;768
15214;2012;2013;31;Saturday;27.04.2013;15:30;Wolfsburg;Gladbach;3;1;13;7;204;346;361
15215;2012;2013;31;Saturday;27.04.2013;15:30;Hoffenheim;Nuernberg;2;1;17;12;188;357;411
15216;2012;2013;31;Saturday;27.04.2013;15:30;Augsburg;Stuttgart;3;0;16;10;220;347;324
15217;2012;2013;31;Saturday;27.04.2013;18:30;Duesseldorf;Dortmund;1;2;15;2;389;352;194
15218;2012;2013;31;Sunday;28.04.2013;15:30;Mainz;Frankfurt;0;0;9;6;214;341;343
15219;2012;2013;31;Sunday;28.04.2013;17:30;Schalke;HSV;4;1;4;8;150;443;623
15220;2012;2013;32;Friday;03.05.2013;20:30;Gladbach;Schalke;0;1;7;4;342;347;212
15221;2012;2013;32;Saturday;04.05.2013;15:30;Stuttgart;Fuerth;0;2;12;18;166;380;523
15222;2012;2013;32;Saturday;04.05.2013;15:30;Hannover;Mainz;2;2;9;10;259;337;270
15223;2012;2013;32;Saturday;04.05.2013;15:30;Bremen;Hoffenheim;2;2;14;17;195;368;374
15224;2012;2013;32;Saturday;04.05.2013;15:30;Nuernberg;Leverkusen;0;2;13;3;474;378;172
15225;2012;2013;32;Saturday;04.05.2013;15:30;Frankfurt;Duesseldorf;3;1;5;15;175;360;488
15226;2012;2013;32;Saturday;04.05.2013;18:30;Dortmund;Bayern;1;1;2;1;282;339;248
15227;2012;2013;32;Sunday;05.05.2013;15:30;Freiburg;Augsburg;2;0;6;16;210;340;351
15228;2012;2013;32;Sunday;05.05.2013;17:30;HSV;Wolfsburg;1;1;8;11;267;339;261
